DocNum,Year,Scale,Condition,MiningType,StateCounties,Final,Certified,Status,ModifiedDate,MineId,Latitude,Longitude,LocationAssurance,MineNames,Msha,Companies,Commodities,GeolocatedPointDescription,AvailableGeologicInfo,Remarks,Seams,SceneCount
344632,1929.0,0.0,,SURFACE ONLY,"NY, ERIE",NO,NO,LEGACY DATA,09/13/2022 10:44:21,71852,43.002231,-78.65667,,ATLAS GYPSUM CORP MILL,,UNKNOWN,GYPSUM,,,PRIVATE DOMAIN LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,1
344668,1929.0,0.0,,SURFACE ONLY,"NY, GENESEE",NO,NO,LEGACY DATA,09/13/2022 10:44:21,71889,43.062231,-78.322781,,OAKFIELD GYPSUM PROD CORP MILL,,UNKNOWN,GYPSUM,,,PRIVATE DOMAIN LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,1
344715,1919.0,0.0,,UNDERGROUND ONLY,"NY, MONROE",NO,NO,LEGACY DATA,09/13/2022 10:44:21,71936,43.021953,-77.853336,,ABANDONED GYPSUM WORKINGS,,UNKNOWN,GYPSUM,,,PRIVATE DOMAIN LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,1
344752,1929.0,0.0,,SURFACE ONLY,"NY, ONONDAGA",NO,NO,LEGACY DATA,09/13/2022 10:44:21,71973,43.012231,-76.049169,,UNNAMED GYPSUM QUARRY,,UNKNOWN,GYPSUM,,,PRIVATE DOMAIN LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,1
344764,1910.0,0.0,,SURFACE ONLY,"NY, ONONDAGA",NO,NO,LEGACY DATA,09/13/2022 10:44:21,71985,43.039453,-76.043336,,MILLER CLIFFORD CO MILL,,UNKNOWN,GYPSUM,,,PRIVATE DOMAIN LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,1
350369,1975.0,0.0,,UNDERGROUND ONLY,"MI, KENT",NO,NO,LEGACY DATA,06/21/2017 17:47:57,78380,42.94723,-85.737505,,GRAND RAPIDS,,GEORGIA PACIFIC CORP,GYPSUM,,,TWP 7N R12W SEC 33 LEGACY GEO POINT DESC: NA,MI | UNKNOWN 999,3
350370,1974.0,0.0,,UNDERGROUND ONLY,"NY, ERIE",NO,NO,LEGACY DATA,06/21/2017 17:47:58,78381,43.005842,-78.619725,,CLARENCE CENTER,,GEORGIA PACIFIC CORP,GYPSUM,,,MINE ABANDONED 1974 LEGACY GEO POINT DESC: NA,NY | UNKNOWN 999,4
350382,1978.0,0.0,,COMBINED SURFACE & UNDERGROUND,"MI, IOSCO",NO,NO,LEGACY DATA,06/21/2017 17:48:09,78405,44.250564,-83.692783,,TAWAS QUARRY,,NATIONAL GYPSUM CO,GYPSUM,,,GRANT TWP-SEC 35 T21N R6E LEGACY GEO POINT DESC: NA,MI | UNKNOWN 999,1
350384,1978.0,0.0,,UNDERGROUND ONLY,"IN, MARTIN",NO,NO,LEGACY DATA,06/21/2017 17:48:11,78407,38.665841,-86.793061,,SHOALS,,GOLD BOND BUILDING PRODUCTS,GYPSUM,,,EST AT SHOALS INDIANA LEGACY GEO POINT DESC: NA,IN | UNKNOWN 999,1
350384,1978.0,0.0,,UNDERGROUND ONLY,"IN, MARTIN",NO,NO,LEGACY DATA,06/21/2017 17:48:11,78408,38.665841,-86.793061,,SHOALS,,DIV,GYPSUM,,,EST AT SHOALS INDIANA LEGACY GEO POINT DESC: NA,IN | UNKNOWN 999,1
350520,1978.0,0.0,,UNDERGROUND ONLY,"VA, GILES",NO,NO,LEGACY DATA,06/21/2017 17:50:22,78628,37.340563,-80.661392,,KIMBALLTON,,NATIONAL GYPSUM CO,GYPSUM,,,LOCATION FROM MILS:GOLD BOND BUILDING PRODUCTS-DIV OF NAT GYPSUM CO LEGACY GEO POINT DESC: NA,VA | UNKNOWN 999,4
354810,1930.0,0.0,,UNDERGROUND ONLY,"KS, BARBER",NO,NO,LEGACY DATA,05/10/2019 13:51:25,83802,37.37695,-98.92084,,BEST BROTHERS #7,,KEENES CEMENT CO,GYPSUM,,,EST LOCATION-SUN CITY-T31S-R15W:RANGE GIVEN ON MAP IS INCORRECT-CHANGE LEGACY GEO POINT DESC: NA,KS | UNKNOWN 999,1
377917,1974.0,0.0,,UNDERGROUND ONLY,"NY, ERIE",NO,NO,LEGACY DATA,06/22/2017 01:23:50,111196,43.005842,-78.619725,,CLARENCE CENTER,,GEORGIA PACIFIC CORP,GYPSUM,,,,NY | UNKNOWN 999,2
378626,,0.0,,UNDERGROUND ONLY,"NY, MONROE",NO,NO,LEGACY DATA,06/22/2017 01:35:31,112242,43.30916111,-77.68017836,LOW CONFIDENCE,EBSARY GYPSUM FILE #8N065,,EBSARY GYPSUM CO,GYPSUM,CENTER POINT OF LARGE AREA,,LEGEND STATES AT WHEATLAND LEGACY GEO POINT DESC: NA MINE WAS MISSING COORDINATES: USED COUNTY CENTER,NY | UNKNOWN 999,1
382882,1977.0,0.0,,UNDERGROUND ONLY,"OH, OTTAWA",YES,NO,LEGACY DATA,01/15/2013 00:00:00,117731,41.493341,-82.874727,,LOWER,,UNITED STATES GYPSUM CO,GYPSUM,,,FINAL MAP-FILE NO 6-SECTIONS 2-3-10 & 11-PORTAGE TWP-CENTRAL LOCATION-@ GYPSUM-SANDUDKY BAY LAKE ERIE LEGACY GEO POINT DESC: NA,OH | UNKNOWN 999,4
386962,1928.0,10.0,GOOD,UNDERGROUND ONLY,"AK, SKAGWAY-YAKUTAT-ANGO",YES,NO,LEGACY DATA,10/03/2017 14:11:29,122946,57.898615,-134.98502,MEDIUM CONFIDENCE,GYPSUM CAMEL,,PACIFIC COAST GYPSUM MANUFACTURING CO,GYPSUM,,ASSAYS,GYPSUM-CAMEL GROUP-TUNNEL #3 CHICHAGOF ISLAND ALASKA-NO COUNTIES IN ALASKA-ALL NAMES ARE BOROUGHS OR CENSUS AREA-MAP SHOWS FORMATIONS PENETRATED BY MINE WORKINGS LEGACY GEO POINT DESC: ,,1
386963,1946.0,20.0,GOOD,UNDERGROUND ONLY,"AK, SKAGWAY-YAKUTAT-ANGO",YES,NO,LEGACY DATA,10/03/2017 14:11:51,122947,57.898615,-134.98502,MEDIUM CONFIDENCE,CAMEL GYPSUM,,CANT & RUSSELL INC,GYPSUM,,DRILL HOLES,TOPOGRAPHY & PLAN MAP-NO COUNTIES IN ALASKA-ALL NAMES ARE BOROUGHS OR CENSUS AREAS LEGACY GEO POINT DESC: ,,2
386977,1951.0,,GOOD,UNDERGROUND ONLY,"AK, SKAGWAY-YAKUTAT-ANGO",YES,NO,LEGACY DATA,10/03/2017 14:16:21,122963,57.900004,-134.980854,,GYPSUM CAMEL,,PACIFIC COAST GYPSUM MANUFACTURING CO,GYPSUM,,,"MAPS ARE PART OF A MINERAL RESOURCES OF ALASKA REPORT-MINE LOCATED AT  IYOUKEEN COVE, CHICHAGOF ISLAND ALASKA LEGACY GEO POINT DESC: ",,15
386978,,,GOOD,UNDERGROUND ONLY,"AK, SKAGWAY-YAKUTAT-ANGO",YES,NO,LEGACY DATA,10/03/2017 14:16:40,122964,57.900004,-134.980854,HIGH CONFIDENCE,GYPSUM CAMEL,,PACIFIC COAST GYPSUM MANUFACTURING CO,GYPSUM,,DRILL HOLES,MAPS ARE PART OF A REPORT TITLED DIAMOND DRILLING THE GYPSUM-CAMEL PROSPECT LEGACY GEO POINT DESC: ,,15
430143,1943.0,,FAIR,UNDERGROUND ONLY,"OR, JEFFERSON",NO,NO,LEGACY DATA,02/22/2019 09:43:46,166780,44.746944444444445,-122.66611111111112,,AXE HANDLE,,UNKNOWN,"GYPSUM, SULFUR",,"COMMODITY ELEVATION,COMMODITY OUTCROP,CROSS-SECTION,MINE WATER","SHAFT 1 + SHAFT 2, HORSE HEAVEN DISTRICT LEGACY GEO POINT DESC: DOGAMI",,1
503416,0.0,,FAIR,LOCATION ONLY,"MT, BEAVERHEAD",NO,NO,LEGACY DATA,02/01/2022 13:25:57,175469,45.13270006,-112.89882008,LOW CONFIDENCE,PLACER AREAS WESTERN MT,,UNKNOWN,GYPSUM,CENTER POINT OF LARGE AREA,,LEGACY GEO POINT DESC:  MINE WAS MISSING COORDINATES: USED COUNTY CENTER,,2
1000601,1942.0,20.0,GOOD,LOCATION ONLY,"ID, UNKNOWN/MT, UNKNOWN/OR, UNKNOWN/WA, UNKNOWN",NO,NO,COMPLETE,09/27/2019 14:54:03,222746,45.77682,-116.68959,MEDIUM CONFIDENCE,NORTHWEST MINERAL RESOURCES,00-00000,UNKNOWN,"ANTIMONY, ARSENIC, ASBESTOS, BARITE, BISMUTH, STONE, CLAY, COBALT, COAL BITUMINOUS, COPPER, CHROMITE, DIATOMITE, FELDSPAR, GARNET, GOLD, GRAPHITE, GYPSUM, LEAD, LIMESTONE, MANGANESE, MARBLE, MERCURY, MICA, MOLYBDENUM, MONAZITE, NICKEL, PHOSPHATE, PLATINUM, PYRITES, SALT, SILVER, SULFUR, TALC, TIN, TUNGSTEN, VANADIUM, ZINC, VERMICULITE, IRON",CENTER POINT OF LARGE AREA,"DRILL HOLES,OIL/GAS WELLS",MAP OF LARGE ARE OVER MULTIPLE STATES. COUNTIES AND QUADS NOT INCLUDED DUE TO SIZE OF MAP. COMMODITY INFORMATION FROM KEY ON THE MAP. ,ID | UNKNOWN 999,1
